studentId,name,learningStyle,lovedTopicIds,dislikedTopicIds,socialEngagementScore
S0080,Ozansü Aslan,Reading/Writing,"[""LIT033"", ""BIO008"", ""MAT018"", ""MAT019""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.06753590748378506
S0081,Kocabaş İhsanoğlu,Reading/Writing,"[""MAT019"", ""MAT018"", ""PHY004"", ""HIS023"", ""MAT020"", ""MAT016"", ""PHY001""]",[],0.046768834972726804
S0082,Sağcan Yorulmaz,Visual,"[""TRK037"", ""HIS023""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.12713147658095109
S0083,Halenur Yaman Demirel,Kinaesthetic,"[""CHM011"", ""LIT034"", ""CHM014"", ""CHM013"", ""CHM015"", ""LIT032"", ""LIT035""]",[],0.32659872582781224
S0084,Seyithan Sebattin Çamurcuoğlu,Reading/Writing,"[""TRK038"", ""LIT031"", ""LIT034"", ""TRK039"", ""HIS023"", ""HIS024""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.11912486541113902
S0085,Büreyre Mansız,Mixed,"[""LIT033"", ""LIT034"", ""TRK040"", ""PHY003"", ""LIT035"", ""TRK039"", ""TRK037"", ""LIT031"", ""PHY005"", ""TRK036"", ""PHY002"", ""PHY004"", ""TRK038""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015""]",0.10776704550146234
S0086,İhsan Akça Hayrioğlu,Kinaesthetic,"[""GEO027"", ""TRK037"", ""GEO030"", ""TRK039"", ""TRK036"", ""GEO026""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.3246010263074085
S0087,Önel Akça,Mixed,"[""GEO029"", ""TRK036"", ""TRK037""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.21935449118475614
S0088,Zinnure Refet Duran,Mixed,"[""LIT032"", ""CHM012"", ""CHM014"", ""CHM011"", ""GEO028"", ""GEO026"", ""GEO027"", ""CHM013"", ""LIT033"", ""GEO030""]","[""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.30479223202169475
S0089,Yeneral Korutürk,Audio,"[""LIT033"", ""LIT034"", ""LIT032"", ""LIT031"", ""GEO028"", ""TRK040"", ""TRK039"", ""TRK037"", ""GEO030"", ""TRK036"", ""LIT035""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.403730071467841
S0090,Halidun Günkurt Güçlü Çamurcuoğlu,Mixed,"[""BIO009"", ""MAT017"", ""MAT019"", ""CHM013"", ""CHM011"", ""MAT018"", ""MAT016"", ""BIO010"", ""BIO008"", ""BIO006"", ""CHM015"", ""MAT020""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.18412892169781056
S0091,Aşhan Gül Hançer,Reading/Writing,"[""CHM012"", ""TRK036"", ""TRK038"", ""TRK039"", ""CHM013""]",[],0.23447365948588197
S0092,Bay Batırhan Sezgin,Reading/Writing,"[""MAT020""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.175068748991844
S0093,İbrahim Şener,Mixed,"[""MAT017"", ""MAT020"", ""MAT016"", ""MAT018"", ""MAT019""]",[],0.2673316734797696
S0094,Karaca Fırat,Kinaesthetic,"[""TRK040"", ""BIO008"", ""GEO027"", ""TRK036"", ""GEO028"", ""TRK037"", ""BIO009"", ""BIO010"", ""TRK039""]",[],0.238699744225137
S0095,Şehreban Arslan Öcalan,Kinaesthetic,[],[],0.3257956107307605
S0096,Sedife Dumanlı Zengin,Mixed,"[""PHY001"", ""PHY004""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015""]",0.4434878606676832
S0097,Dinçsü Aslan,Reading/Writing,"[""HIS023""]",[],0.3855671372233749
S0098,Gürcüye Aynilhayat Şama Ergül,Mixed,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.09615258168656671
S0099,Rasul Hançer,Mixed,"[""CHM013"", ""LIT032"", ""HIS023"", ""LIT031"", ""CHM015"", ""LIT035""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.2089847738799713
S0100,Yertan Aksöğüt Gülen Bilgin,Visual,"[""TRK037"", ""HIS022""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.16619623428044838
S0101,Kezban Bilir Seven,Audio,"[""TRK039"", ""TRK037"", ""TRK040""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.22721487350505115
S0102,Çoğay Aslan,Kinaesthetic,"[""HIS021"", ""HIS022"", ""TRK038"", ""HIS023""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.47592049646427265
S0103,Göknur Sezer,Audio,"[""HIS023"", ""PHY003"", ""GEO030""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.11588479103164939
S0104,Şadıman Sevsevil Öcalan Şama,Mixed,"[""GEO027"", ""LIT034"", ""LIT033"", ""GEO030"", ""LIT031"", ""GEO028"", ""GEO026"", ""LIT032"", ""GEO029"", ""LIT035""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.1718540724955221
S0105,Rojnu Kadınana Akçay,Mixed,"[""CHM014"", ""CHM011"", ""CHM013"", ""CHM015"", ""CHM012""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005""]",0.24093580883068486
S0106,Demirbüken Mansız,Visual,"[""BIO008"", ""MAT016"", ""MAT018"", ""PHY005"", ""PHY001"", ""BIO007"", ""MAT017"", ""MAT019"", ""BIO006""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.19658545353951165
S0107,Zennun Akdeniz,Audio,[],[],0.15450740124203077
S0108,Koşukhan Uçan Zorlu,Reading/Writing,"[""HIS023"", ""BIO006""]",[],0.3024753876496196
S0109,Vefia Çorlu Akdeniz,Kinaesthetic,"[""BIO007"", ""LIT031"", ""LIT034"", ""CHM014"", ""BIO008"", ""CHM011"", ""LIT035""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.2628503990216566
S0110,Kayıt Özger Akgündüz,Audio,"[""BIO006"", ""BIO010"", ""CHM013"", ""GEO026"", ""CHM014"", ""CHM012"", ""GEO027"", ""CHM015"", ""GEO028"", ""BIO007"", ""CHM011"", ""BIO009"", ""GEO029""]",[],0.17838548982713623
S0111,Saire Bilgin Aslan,Audio,"[""GEO027""]",[],0.07140336869412171
S0112,Gülağa Tarhan,Mixed,[],"[""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.36804793518398227
S0113,Masume Mansız,Visual,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.16500239921085022
S0114,Yigit Müslum Şensoy,Audio,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.6463769483914986
S0115,Gökten Yunt Yılmaz Yüksel,Audio,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015""]",0.5031230845032987
S0116,Fuzuli Bilge,Audio,"[""GEO027"", ""BIO010"", ""GEO029"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.40864698504559716
S0117,Meleknur Akar Gül,Mixed,"[""LIT033"", ""LIT034"", ""LIT032"", ""LIT031"", ""LIT035""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3784719386186748
S0118,Güldam Misra Şener,Reading/Writing,"[""TRK038"", ""TRK037""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.4808171104256129
S0119,Nuriyet Duran,Reading/Writing,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.4501527714550121
S0120,Gülzadiye Hurican Eraslan Yüksel,Audio,"[""CHM011"", ""BIO007"", ""CHM014"", ""MAT017"", ""BIO009"", ""BIO006"", ""BIO010"", ""CHM012"", ""MAT020"", ""MAT018"", ""CHM013"", ""CHM015"", ""MAT016"", ""BIO008""]","[""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.31485465592718676
S0121,Adviye Dilfeza Çorlu Demir,Mixed,"[""TRK038"", ""TRK036"", ""TRK039""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.3458306244455384
S0122,Dursadiye Fayize Türk,Audio,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.5386521682270735
S0123,Utkucan Beren İhsanoğlu,Reading/Writing,"[""GEO028"", ""GEO030"", ""GEO027"", ""GEO029"", ""GEO026""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.30617217969438143
S0124,Dilsitan Gülgüzel Mansız Duran,Reading/Writing,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.14558813424442507
S0125,Feryas Asu Ertaş Kısakürek,Kinaesthetic,"[""PHY004"", ""BIO006"", ""HIS025""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.4518857472364912
S0126,Nafii Yertan Şener,Reading/Writing,"[""TRK039"", ""TRK040"", ""TRK036"", ""TRK037""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.35993742481792457
S0127,Sanur Armahan Çetin Alemdar,Audio,"[""TRK040""]","[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.06190643377169214
S0128,Egenur Tevetoğlu Sakarya,Visual,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.2328545928203029
S0129,Sevindik Akgündüz,Audio,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.19208246644942936
S0130,Nafii Ergül,Kinaesthetic,[],"[""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.5199092769591175
S0131,Kayıt Altoğan Bilge,Visual,"[""TRK040"", ""PHY002""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.22019437403991562
S0132,Sunay Kısakürek,Mixed,"[""MAT018"", ""MAT020"", ""MAT017"", ""MAT019"", ""MAT016""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015""]",0.13772023575141254
S0133,Büget Çamurcuoğlu,Kinaesthetic,"[""HIS022"", ""TRK040""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.47197128618272305
S0134,Akise Çolpan Durdu Yıldırım,Reading/Writing,"[""TRK039"", ""PHY002"", ""GEO029"", ""PHY001"", ""PHY004"", ""TRK036"", ""GEO028"", ""PHY005"", ""TRK037"", ""GEO027""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.1588460545173127
S0135,Ufukay Akar,Kinaesthetic,[],"[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.059689475270839516
S0136,Taciddin Atgun Eraslan,Visual,"[""CHM012"", ""CHM014"", ""CHM013"", ""CHM015"", ""CHM011""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.34081565965226834
S0137,Dilcan Ezgin Aslan Yılmaz,Audio,[],"[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3066486182634088
S0138,Rengül Büreyre Dumanlı Akçay,Audio,[],"[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.2789555071166885
S0139,Tiğin Ertaş,Kinaesthetic,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3288097857207582
S0140,Bağdat Durmuş Zorlu,Kinaesthetic,"[""BIO009"", ""LIT032"", ""BIO007"", ""LIT033"", ""BIO010"", ""BIO008"", ""GEO027"", ""GEO030"", ""GEO026"", ""LIT035"", ""GEO028"", ""LIT031"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.4064901896391387
S0141,Emirşan Ülker,Visual,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.32345967824352123
S0142,Sadat Cabir Durdu,Kinaesthetic,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010""]",0.1813428850517404
S0143,Meleknur Gül Durdu Arsoy,Audio,"[""LIT034"", ""HIS022"", ""LIT035"", ""TRK038"", ""LIT031"", ""LIT032""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.11034442080402913
S0144,Risalet Ertaş,Visual,"[""MAT019"", ""LIT034"", ""MAT018"", ""LIT031"", ""LIT035"", ""MAT017"", ""MAT020"", ""LIT032"", ""LIT033""]",[],0.06261134174457314
S0145,Seler Tevetoğlu,Kinaesthetic,"[""CHM013"", ""PHY002"", ""BIO006"", ""PHY005"", ""PHY004"", ""BIO008"", ""CHM011"", ""BIO010""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3893738659278771
S0146,Seçgül Zorlu,Visual,"[""HIS023"", ""HIS024"", ""HIS022"", ""HIS025""]",[],0.22081199239815472
S0147,Günver Durdu,Kinaesthetic,"[""LIT031"", ""CHM015"", ""TRK037"", ""TRK038"", ""TRK036"", ""LIT033"", ""CHM014""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.17057746068742893
S0148,Okyalaz Çetin,Kinaesthetic,"[""HIS024"", ""MAT018"", ""LIT031"", ""LIT035"", ""MAT016"", ""HIS023"", ""MAT019"", ""HIS025"", ""HIS022"", ""LIT034""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010""]",0.06763603384706811
S0149,Hasgül Müsemma İnönü Eraslan,Visual,"[""BIO008"", ""TRK037"", ""GEO027"", ""TRK038"", ""BIO007"", ""GEO028"", ""GEO030"", ""TRK039"", ""BIO010"", ""GEO029"", ""BIO009""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015""]",0.20636937130196562
S0150,Peren Akgündüz,Mixed,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.35879012288277545
S0151,Yosma Erbay Sakarya,Audio,"[""CHM012"", ""CHM011"", ""GEO030"", ""CHM013"", ""GEO028"", ""CHM015"", ""GEO026""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.316899984774653
S0152,Ülküdeş Akar,Reading/Writing,"[""MAT017"", ""MAT020"", ""LIT032"", ""MAT016"", ""LIT033"", ""LIT035"", ""MAT018"", ""LIT034""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.1365637082251592
S0153,Muratcan Onurcan Zorlu,Kinaesthetic,"[""TRK037"", ""TRK040"", ""HIS023"", ""HIS021"", ""MAT017"", ""MAT020"", ""MAT016"", ""TRK036""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.21708374305025172
S0154,Ufukay Zengin,Visual,"[""GEO029"", ""BIO008"", ""GEO030"", ""GEO028""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.1363792431986001
S0155,Altınkaya Akar,Mixed,"[""TRK037""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.06373493040686784
S0156,Ulakbey Sarıcabay Çorlu,Mixed,"[""TRK038"", ""TRK036""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.5785716282335199
